"Time";"IMSI";"Event type";"Release reason";"MoC establishment time avg (s)";"MtC establishment time avg (s)";"RTP UL pkts lost";"RTP UL MOS CQ avg";"RTP DL MOS CQ avg";"Conv time (s)"
2023-11-05 15:38:46.580;"1763505258";"MtC setup";"(SIP);487;Request Terminated";0;0.4;;;;
2023-11-05 15:38:46.588;"1763458821";"MoC setup";"(SIP);486;Busy Here";0.7;0;;;;
2023-11-05 15:38:46.589;"1763721149";"MoC release";"(SIP);200;OK";;;0;4;4.1;12
2023-11-05 15:38:46.589;"1763721149";"MoC setup";"(SIP);200;OK";2.3;0;;;;
2023-11-05 15:38:46.591;"1763134660";"MtC setup";"(SIP);486;Busy Here";0;0.8;;;;
2023-11-05 15:38:46.632;"1763505197";"MtC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:46.649;"1797191444";"MoC release";"(SIP);200;OK";;;0;3.4;4.2;64
2023-11-05 15:38:46.649;"1797191444";"MoC setup";"(SIP);200;OK";1.7;0;;;;
2023-11-05 15:38:46.653;"1763082272";"MoC release";"(SIP);200;OK";;;0;3.8;4.2;36.7
2023-11-05 15:38:46.653;"1763082272";"MoC setup";"(SIP);200;OK";12;0;;;;
2023-11-05 15:38:46.695;"1763815302";"MoC setup";"(SIP);487;Request Terminated";2.2;0;;;;
2023-11-05 15:38:46.803;"1797178766";"MtC release";"(SIP);200;OK";;;1;4;4.1;122.4
2023-11-05 15:38:46.803;"1797178766";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:46.859;"1763841727";"MoC setup";"(SIP);486;Busy Here";1.9;0;;;;
2023-11-05 15:38:46.588;"1797158996";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:46.921;"1765897796";"MoC setup";"(SIP Reason)(Q.850);20;Subscriber absent";0;0;;;;
2023-11-05 15:38:46.939;"1763214476";"MoC setup";"(SIP);487;Request Terminated";3.4;0;;;;
2023-11-05 15:38:47.104;"1763774399";"MoC setup";"(SIP);487;Request Terminated";2.2;0;;;;
2023-11-05 15:38:47.127;"1763233830";"MoC release";"(SIP);200;OK";;;0;4.1;4.1;66.7
2023-11-05 15:38:47.127;"1763233830";"MoC setup";"(SIP);200;OK";2.4;0;;;;
2023-11-05 15:38:47.212;"1763906934";"MtC release";"(SIP);200;OK";;;1;4.1;4.1;66.7
2023-11-05 15:38:47.212;"1763906934";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:47.243;"1797128649";"MoC release";"(SIP);200;OK";;;1;4;4.1;244.9
2023-11-05 15:38:47.243;"1797128649";"MoC setup";"(SIP);200;OK";1.3;0;;;;
2023-11-05 15:38:47.250;"1763264249";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;7.2
2023-11-05 15:38:47.250;"1763264249";"MoC setup";"(SIP);200;OK";1.1;0;;;;
2023-11-05 15:38:47.263;"1763287562";"MtC setup";"(SIP);486;Busy Here";0;0.6;;;;
2023-11-05 15:38:47.294;"1763264248";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;7.2
2023-11-05 15:38:47.294;"1763264248";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:47.383;"1765889119";"MtC release";"(SIP);200;OK";;;0;4;4;26.6
2023-11-05 15:38:47.383;"1765889119";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:47.503;"1763004194";"MtC release";"(SIP);200;OK";;;0;4;3.9;9
2023-11-05 15:38:47.503;"1763004194";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:47.533;"1763955990";"MtC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:47.557;"1763233129";"MtC release";"(SIP);200;OK";;;0;4;3.7;9.7
2023-11-05 15:38:47.557;"1763233129";"MtC setup";"(SIP);200;OK";0;0.9;;;;
2023-11-05 15:38:47.562;"1763468949";"MoC release";"(SIP);200;OK";;;1;4;4.1;75.6
2023-11-05 15:38:47.562;"1763468949";"MoC setup";"(SIP);200;OK";2.3;0;;;;
2023-11-05 15:38:47.595;"1797152692";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;14.3
2023-11-05 15:38:47.595;"1797152692";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:47.624;"1763244772";"MtC release";"(SIP);200;OK";;;0;4;4;14.2
2023-11-05 15:38:47.624;"1763244772";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:47.652;"1763093064";"MoC setup";"(SIP);500;Server Internal Error";4.3;0;;;;
2023-11-05 15:38:47.660;"1797112361";"MtC release";"(SIP);200;OK";;;12;3.9;4.2;1314.6
2023-11-05 15:38:47.660;"1797112361";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:47.695;"1763407353";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;14.3
2023-11-05 15:38:47.695;"1763407353";"MoC setup";"(SIP);200;OK";2.1;0;;;;
2023-11-05 15:38:47.696;"1797106691";"MoC release";"(SIP);200;OK";;;0;4.2;4.1;22.5
2023-11-05 15:38:47.696;"1797106691";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:38:47.726;"1763242980";"MoC release";"(SIP);200;OK";;;0;4.1;3.9;1314.7
2023-11-05 15:38:47.726;"1763242980";"MoC setup";"(SIP);200;OK";0.8;0;;;;
2023-11-05 15:38:47.739;"1797179401";"MtC release";"(SIP);200;OK";;;0;4.1;4.2;28.9
2023-11-05 15:38:47.739;"1797179401";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:47.759;"1763528495";"MoC release";"(SIP);200;OK";;;0;3.9;4.1;14.6
2023-11-05 15:38:47.759;"1763528495";"MoC setup";"(SIP);200;OK";2.6;0;;;;
2023-11-05 15:38:47.783;"1765812973";"MoC setup";"(SIP);200;OK";0.8;0;;;;
2023-11-05 15:38:47.783;"1765812973";"MoC release";"(SIP);200;OK";;;0;2;4.1;37.9
2023-11-05 15:38:47.798;"1763817913";"MtC release";"(SIP);200;OK";;;0;4.1;4.2;22.5
2023-11-05 15:38:47.798;"1763817913";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:38:47.815;"1763503007";"MoC release";"(SIP);200;OK";;;0;3.8;4.2;100.2
2023-11-05 15:38:47.815;"1763503007";"MoC setup";"(SIP);200;OK";3.8;0;;;;
2023-11-05 15:38:47.820;"1763815931";"MtC release";"(SIP);200;OK";;;3;3;4;6.3
2023-11-05 15:38:47.820;"1763815931";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:47.851;"1767339558";"MoC release";"(SIP);200;OK";;;11;4.1;4.2;106.2
2023-11-05 15:38:47.851;"1767339558";"MoC setup";"(SIP);200;OK";2.8;0;;;;
2023-11-05 15:38:47.866;"1763975648";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:47.871;"1763420259";"MoC release";"(SIP);200;OK";;;3;4;4.2;212.3
2023-11-05 15:38:47.871;"1763420259";"MoC setup";"(SIP);200;OK";1.6;0;;;;
2023-11-05 15:38:47.909;"1763709664";"MtC release";"(SIP);200;OK";;;0;4.2;4.1;52.4
2023-11-05 15:38:47.909;"1763709664";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:47.930;"1797171879";"MoC setup";"(SIP);486;Busy Here";2.8;0;;;;
2023-11-05 15:38:47.987;"1763544039";"MoC release";"(SIP);200;OK";;;0;4;4;59.1
2023-11-05 15:38:47.987;"1763544039";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:38:47.989;"1763545075";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;52.4
2023-11-05 15:38:47.989;"1763545075";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:38:48.022;"1765809460";"MtC release";"(SIP);200;OK";;;8;4;4;886.1
2023-11-05 15:38:48.022;"1765809460";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:48.031;"1763221454";"MtC release";"(SIP);200;OK";;;7;4;4.2;962.6
2023-11-05 15:38:48.031;"1763221454";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:48.036;"1763991478";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:48.153;"1763265646";"MtC release";"(SIP);200;OK";;;0;3.4;3.8;37.3
2023-11-05 15:38:48.153;"1763265646";"MtC setup";"(SIP);200;OK";0;1.1;;;;
2023-11-05 15:38:48.304;"1765800174";"MoC release";"(SIP);200;OK";;;4;4.1;4.2;96.8
2023-11-05 15:38:48.304;"1765800174";"MoC setup";"(SIP);200;OK";1.3;0;;;;
2023-11-05 15:38:48.391;"1763141321";"MtC release";"(SIP);200;OK";;;26;3.8;4;995.6
2023-11-05 15:38:48.391;"1763141321";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:48.393;"1767238664";"MoC release";"(SIP);200;OK";;;4;4;3.9;886.5
2023-11-05 15:38:48.393;"1767238664";"MoC setup";"(SIP);200;OK";1.2;0;;;;
2023-11-05 15:38:48.418;"1797127490";"MtC setup";"(SIP);486;Busy Here";0;0.9;;;;
2023-11-05 15:38:48.485;"1763124439";"MoC release";"(SIP);200;OK";;;8;4;4.2;658.2
2023-11-05 15:38:48.485;"1763124439";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:38:48.489;"1763287888";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;13.5
2023-11-05 15:38:48.489;"1763287888";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:48.493;"1797129936";"MoC release";"(SIP);200;OK";;;2;3.6;4.2;5.3
2023-11-05 15:38:48.493;"1797129936";"MoC setup";"(SIP);200;OK";1.8;0;;;;
2023-11-05 15:38:48.494;"1763202410";"MoC setup";"(SIP Reason)(Q.850);19;No answer from user (user alerted)";1.8;0;;;;
2023-11-05 15:38:48.583;"1763492089";"MtC setup";"(SIP);487;Request Terminated";0;0.3;;;;
2023-11-05 15:38:48.591;"1768256093";"MtC setup";"(SIP);487;Request Terminated";0;0.3;;;;
2023-11-05 15:38:48.621;"1763171490";"MoC release";"(SIP);200;OK";;;0;3.8;4.1;15.1
2023-11-05 15:38:48.621;"1763171490";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:38:48.639;"1763249379";"MoC release";"(SIP);200;OK";;;1;3.9;4.1;91.4
2023-11-05 15:38:48.639;"1763249379";"MoC setup";"(SIP);200;OK";2.5;0;;;;
2023-11-05 15:38:48.656;"1763229786";"MoC release";"(SIP);200;OK";;;0;4;4;189.9
2023-11-05 15:38:48.656;"1763229786";"MoC setup";"(SIP);200;OK";2.5;0;;;;
2023-11-05 15:38:48.695;"1767238815";"MoC release";"(SIP);200;OK";;;0;3.7;4.2;13.3
2023-11-05 15:38:48.695;"1767238815";"MoC setup";"(SIP);200;OK";0.9;0;;;;
2023-11-05 15:38:48.726;"1767238517";"MtC release";"(SIP);200;OK";;;0;4.2;3.7;13.3
2023-11-05 15:38:48.726;"1767238517";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:48.777;"1763189337";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;14.3
2023-11-05 15:38:48.777;"1763189337";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:48.879;"1763536173";"MoC release";"(SIP);200;OK";;;0;4;4;13
2023-11-05 15:38:48.879;"1763536173";"MoC setup";"(SIP);200;OK";3.4;0;;;;
2023-11-05 15:38:48.941;"1763110206";"MoC setup";"(SIP);487;Request Terminated";2.2;0;;;;
2023-11-05 15:38:49.000;"1763505197";"MtC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:49.006;"1763427892";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:49.034;"1763495386";"MtC release";"(SIP);200;OK";;;0;4.1;4;84.2
2023-11-05 15:38:49.034;"1763495386";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:49.131;"1765883178";"MoC release";"(SIP);200;OK";;;1;4;4.1;84.3
2023-11-05 15:38:49.131;"1763254095";"MoC setup";"(SIP);487;Request Terminated";1.5;0;;;;
2023-11-05 15:38:49.131;"1765883178";"MoC setup";"(SIP);200;OK";2.1;0;;;;
2023-11-05 15:38:49.177;"1763408045";"MoC setup";"(SIP);487;Request Terminated";2.4;0;;;;
2023-11-05 15:38:49.252;"1763450964";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:49.319;"1763241118";"MtC release";"(SIP);200;OK";;;21;3.8;4;2726.2
2023-11-05 15:38:49.319;"1763241118";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:49.331;"1763520419";"MtC release";"(SIP);200;OK";;;6;4;4.2;619.8
2023-11-05 15:38:49.331;"1763520419";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:49.383;"1763594706";"MoC release";"(SIP);200;OK";;;1;4.1;4.1;456.7
2023-11-05 15:38:49.383;"1763594706";"MoC setup";"(SIP);200;OK";4.4;0;;;;
2023-11-05 15:38:49.487;"1763162835";"MoC release";"(SIP);200;OK";;;2;4;4;10.4
2023-11-05 15:38:49.487;"1763162835";"MoC setup";"(SIP);200;OK";1.6;0;;;;
2023-11-05 15:38:49.512;"1763472991";"MtC release";"(SIP);200;OK";;;0;4;4;25.3
2023-11-05 15:38:49.512;"1763472991";"MtC setup";"(SIP);200;OK";0;0.9;;;;
2023-11-05 15:38:49.522;"1797111275";"MoC release";"(SIP);200;OK";;;0;4.2;4.1;18.9
2023-11-05 15:38:49.522;"1797111275";"MoC setup";"(SIP);200;OK";1.9;0;;;;
2023-11-05 15:38:49.527;"1763740571";"MtC release";"(SIP);200;OK";;;0;3.8;4.1;185.1
2023-11-05 15:38:49.527;"1763740571";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:49.529;"1767238664";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:49.570;"1797117142";"MoC release";"(SIP);200;OK";;;4;4;4;30.1
2023-11-05 15:38:49.570;"1797117142";"MoC setup";"(SIP);200;OK";7;0;;;;
2023-11-05 15:38:49.572;"1765852397";"MoC release";"(SIP)No response to BYE";;;101;4;4.2;693.5
2023-11-05 15:38:49.572;"1765852397";"MoC setup";"(SIP);200;OK";2.7;0;;;;
2023-11-05 15:38:49.595;"1763501943";"MtC release";"(SIP);200;OK";;;0;4;4;56.8
2023-11-05 15:38:49.595;"1763501943";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:49.616;"1763536757";"MtC release";"(SIP);200;OK";;;3;4;4.2;18.9
2023-11-05 15:38:49.616;"1763536757";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:49.631;"1763940836";"MoC release";"(SIP);200;OK";;;55;3.8;4;646.2
2023-11-05 15:38:49.631;"1763940836";"MoC setup";"(SIP);200;OK";2.5;0;;;;
2023-11-05 15:38:49.650;"1765872078";"MtC release";"(SIP);200;OK";;;25;3.9;4;3474.7
2023-11-05 15:38:49.650;"1765872078";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:49.673;"1763454358";"MtC setup";"(SIP);487;Request Terminated";0;0.7;;;;
2023-11-05 15:38:49.687;"1763427588";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:49.768;"1763473036";"MoC setup";"(SIP);487;Request Terminated";0.7;0;;;;
2023-11-05 15:38:49.771;"1763981943";"MtC release";"(SIP);200;OK";;;6;3.9;4;180.2
2023-11-05 15:38:49.771;"1763981943";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:49.780;"1763296010";"MoC release";"(SIP)No BYE";;;0;0;0;0
2023-11-05 15:38:49.780;"1763296010";"MoC setup";"(SIP);200;OK";1.1;0;;;;
2023-11-05 15:38:49.956;"1763431942";"MtC release";"(SIP);200;OK";;;1;4;4;201.8
2023-11-05 15:38:49.956;"1763431942";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:49.963;"1763273215";"MtC release";"(SIP);200;OK";;;8;4.2;4.1;368
2023-11-05 15:38:49.963;"1763273215";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:38:50.047;"1797122829";"MoC release";"(SIP);200;OK";;;5;4.1;4.2;368.1
2023-11-05 15:38:50.047;"1797122829";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:38:50.051;"1763943847";"MtC release";"(SIP)No response to BYE";;;1;3.7;4.1;23.3
2023-11-05 15:38:50.051;"1763943847";"MtC setup";"(SIP);200;OK";0;1.7;;;;
2023-11-05 15:38:50.099;"1763952558";"MoC setup";"(SIP);486;Busy Here";0;0;;;;
2023-11-05 15:38:50.118;"1797104018";"MoC setup";"(SIP);487;Request Terminated";1.5;0;;;;
2023-11-05 15:38:50.196;"1763438258";"MoC setup";"(SIP);487;Request Terminated";1.9;0;;;;
2023-11-05 15:38:50.244;"1797127639";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:50.258;"1763130129";"MoC setup";"(SIP);500;Server Internal Error";0;0;;;;
2023-11-05 15:38:50.350;"1763500499";"MtC release";"(SIP);200;OK";;;1;3.9;4;378.4
2023-11-05 15:38:50.350;"1763544635";"MtC setup";"(SIP);487;Request Terminated";0;0.4;;;;
2023-11-05 15:38:50.350;"1763500499";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:50.357;"1763432970";"MtC release";"(SIP)No response to BYE";;;0;3.7;4.2;8.6
2023-11-05 15:38:50.357;"1763432970";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:50.367;"1765801969";"MtC release";"(SIP);200;OK";;;0;3.7;4;514.3
2023-11-05 15:38:50.367;"1765801969";"MtC setup";"(SIP);200;OK";0;0.2;;;;
2023-11-05 15:38:50.463;"1763588735";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;13.3
2023-11-05 15:38:50.463;"1763588735";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:50.512;"1768258112";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:50.553;"1763457369";"MtC setup";"(SIP Reason)(Q.850);19;No answer from user (user alerted)";0;0.3;;;;
2023-11-05 15:38:50.623;"1763585990";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;15.3
2023-11-05 15:38:50.623;"1763585990";"MoC setup";"(SIP);200;OK";5.5;0;;;;
2023-11-05 15:38:50.637;"1765864799";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;39
2023-11-05 15:38:50.637;"1765864799";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:38:50.693;"1763526401";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;39
2023-11-05 15:38:50.693;"1763526401";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:38:50.727;"1763713498";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;15.3
2023-11-05 15:38:50.727;"1763713498";"MtC setup";"(SIP);200;OK";0;3.2;;;;
2023-11-05 15:38:50.731;"1763897308";"MoC release";"(SIP);200;OK";;;0;4.1;4.1;38.5
2023-11-05 15:38:50.731;"1763897308";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:38:50.753;"1797194666";"MoC release";"(SIP);200;OK";;;0;4;4.2;155.7
2023-11-05 15:38:50.753;"1797194666";"MoC setup";"(SIP);200;OK";2.3;0;;;;
2023-11-05 15:38:50.762;"1763876895";"MoC release";"(SIP);200;OK";;;15;3.7;3.8;210.2
2023-11-05 15:38:50.762;"1763876895";"MoC setup";"(SIP);200;OK";1.1;0;;;;
2023-11-05 15:38:50.785;"1767330791";"MtC release";"(SIP);200;OK";;;0;4.1;4.1;38.5
2023-11-05 15:38:50.785;"1767330791";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:50.803;"1763032727";"MtC release";"(SIP);200;OK";;;0;4;4;22.1
2023-11-05 15:38:50.803;"1763032727";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:50.830;"1763947111";"MtC release";"(SIP);200;OK";;;0;4.2;4;14.2
2023-11-05 15:38:50.830;"1763947111";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:50.854;"1763200458";"MtC release";"(SIP);200;OK";;;0;4;4;48.2
2023-11-05 15:38:50.854;"1763200458";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:50.862;"1763727917";"MoC release";"(SIP);200;OK";;;5;4;4.2;14.2
2023-11-05 15:38:50.862;"1763727917";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:38:50.886;"1797124652";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;22.2
2023-11-05 15:38:50.886;"1797124652";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:50.891;"1763796848";"MtC release";"(SIP);200;OK";;;1;3.8;3.7;210.2
2023-11-05 15:38:50.891;"1763796848";"MtC setup";"(SIP);200;OK";0;0.1;;;;
2023-11-05 15:38:50.904;"1765847078";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:50.907;"1763948432";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;0.8
2023-11-05 15:38:50.907;"1763948432";"MoC setup";"(SIP);200;OK";1.8;0;;;;
2023-11-05 15:38:50.942;"1763102122";"MtC release";"(SIP);200;OK";;;0;0;0;0.2
2023-11-05 15:38:50.942;"1763102122";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:50.979;"1765885748";"MoC release";"(SIP);200;OK";;;1;4.2;4.2;22.2
2023-11-05 15:38:50.979;"1765885748";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:38:50.997;"1765843608";"MtC setup";"(SIP);487;Request Terminated";0;0.1;;;;
2023-11-05 15:38:51.135;"1763468083";"MoC release";"(SIP);200;OK";;;5;4;4;676.8
2023-11-05 15:38:51.135;"1763468083";"MoC setup";"(SIP);200;OK";3.5;0;;;;
2023-11-05 15:38:51.185;"1797150624";"MoC release";"(SIP);200;OK";;;2;4;4.2;86.8
2023-11-05 15:38:51.185;"1797150624";"MoC setup";"(SIP);200;OK";6;0;;;;
2023-11-05 15:38:51.196;"1767230184";"MoC release";"(SIP);200;OK";;;20;4.1;4;51.7
2023-11-05 15:38:51.196;"1767230184";"MoC setup";"(SIP);200;OK";0.8;0;;;;
2023-11-05 15:38:51.237;"1765862334";"MtC release";"(SIP);200;OK";;;4;4;4.1;51.7
2023-11-05 15:38:51.237;"1765862334";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:51.243;"1763495448";"MtC release";"(SIP);200;OK";;;0;4;3.9;364.6
2023-11-05 15:38:51.243;"1763495448";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:51.250;"1765869657";"MoC release";"(SIP);200;OK";;;0;3.9;4;19.9
2023-11-05 15:38:51.250;"1765869657";"MoC setup";"(SIP);200;OK";3.7;0;;;;
2023-11-05 15:38:51.264;"1763283587";"MtC release";"(SIP);200;OK";;;0;4;4;26.4
2023-11-05 15:38:51.264;"1763283587";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:51.314;"1765838454";"MtC release";"(SIP);200;OK";;;0;4.2;4.1;144.6
2023-11-05 15:38:51.314;"1765838454";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:51.347;"1763519596";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:51.459;"1765831529";"MoC release";"(SIP);200;OK";;;1;3.7;4.2;35.8
2023-11-05 15:38:51.459;"1765831529";"MoC setup";"(SIP);200;OK";2;0;;;;
2023-11-05 15:38:51.522;"1763572659";"MtC release";"(SIP);200;OK";;;1;4.1;4.2;13.5
2023-11-05 15:38:51.522;"1763572659";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:51.539;"1763464490";"MoC release";"(SIP);200;OK";;;0;3.5;4;198.2
2023-11-05 15:38:51.539;"1763464490";"MoC setup";"(SIP);200;OK";10.4;0;;;;
2023-11-05 15:38:51.550;"1797128002";"MoC release";"(SIP);200;OK";;;0;4.2;4.1;13.5
2023-11-05 15:38:51.550;"1797128002";"MoC setup";"(SIP);200;OK";2.3;0;;;;
2023-11-05 15:38:51.556;"1797183086";"MtC setup";"(SIP);487;Request Terminated";0;0.4;;;;
2023-11-05 15:38:51.558;"1763092030";"MoC release";"(SIP);200;OK";;;3;4.1;4.2;144.6
2023-11-05 15:38:51.558;"1763092030";"MoC setup";"(SIP);200;OK";0.9;0;;;;
2023-11-05 15:38:51.568;"1765831533";"MtC release";"(SIP);200;OK";;;0;4.2;3.7;35.8
2023-11-05 15:38:51.568;"1765831533";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:38:51.592;"1763509715";"MoC release";"(SIP);200;OK";;;0;3.9;4.2;56.2
2023-11-05 15:38:51.592;"1763509715";"MoC setup";"(SIP);200;OK";2.5;0;;;;
2023-11-05 15:38:51.688;"1763180761";"MtC release";"(SIP);200;OK";;;0;4;3.7;37.3
2023-11-05 15:38:51.688;"1763180761";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:51.699;"1797154897";"MoC setup";"(SIP);200;OK";1.9;0;;;;
2023-11-05 15:38:51.699;"1797154897";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;78.5
2023-11-05 15:38:51.736;"1763908754";"MoC release";"(SIP);200;OK";;;0;4;4.1;30.7
2023-11-05 15:38:51.736;"1763908754";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:38:51.811;"1765894789";"MoC release";"(SIP);200;OK";;;0;4;4.1;163.6
2023-11-05 15:38:51.811;"1765894789";"MoC setup";"(SIP);200;OK";2.5;0;;;;
2023-11-05 15:38:51.864;"1765854816";"MtC release";"(SIP);200;OK";;;1;3.4;4;25.4
2023-11-05 15:38:51.864;"1765854816";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:51.869;"1768254563";"MoC release";"(SIP);200;OK";;;0;3.9;4.1;48.2
2023-11-05 15:38:51.869;"1768254563";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:38:51.925;"1765852427";"MtC setup";"(SIP);486;Busy Here";0;0.5;;;;
2023-11-05 15:38:52.038;"1763860703";"MtC release";"(SIP);200;OK";;;0;4;3.9;50.8
2023-11-05 15:38:52.038;"1763860703";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:52.069;"1765811336";"MoC release";"(SIP);200;OK";;;1;4;4.2;155.8
2023-11-05 15:38:52.069;"1765811336";"MoC setup";"(SIP);200;OK";3.6;0;;;;
2023-11-05 15:38:52.081;"1763401904";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;49.2
2023-11-05 15:38:52.081;"1763401904";"MoC setup";"(SIP);200;OK";1.4;0;;;;
2023-11-05 15:38:52.159;"1797118998";"MtC release";"(SIP);200;OK";;;0;4.2;4.1;49.2
2023-11-05 15:38:52.159;"1797118998";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:52.167;"1763433257";"MoC release";"(SIP);200;OK";;;0;4.1;4.1;12.2
2023-11-05 15:38:52.167;"1763433257";"MoC setup";"(SIP);200;OK";1.2;0;;;;
